Company Name,Rating,Reviews,Domain,Location,Bad Review,Review Count,Salary Count,Interview Count,Job Count,Benefit Count,Photo Count
One Point One Solutions Ltd.,3.5,1.1k,BPO,Bengaluru +18 other locations,"Promotions, Salary, Company Culture",1.1k,3.1k,84,82,89,2
Kirloskar Brothers,3.7,1.1k,Industrial Machinery,Pune +75 other locations,Work Life Balance,1.1k,4.5k,93,34,98,12
Sri Chaitanya Educational Institutions,3.6,1.1k,Education & Training,Hyderabad +102 other locations,"Promotions, Company Culture, Work Life Balance",1.1k,3.1k,52,3,67,10
Tube Investments of India,3.8,1.1k,Engineering & Construction,Chennai +65 other locations,Job Security,1.1k,3.7k,70,22,54,17
Hikal,3.8,1.1k,Pharma,Bengaluru +23 other locations,"Job Security, Work Life Balance",1.1k,4.8k,76,53,87,4
Godrej Agrovet,3.9,1.1k,Agriculture,Mumbai +146 other locations,"Job Security, Company Culture",1.1k,3.5k,64,7,80,10
Knorr-Bremse,3.3,1.1k,Auto Components,Pune +33 other locations,"Promotions, Job Security, Skill Development",1.1k,5.1k,73,7,118,--
Syngenta,4.2,1.1k,Agriculture,Pune +175 other locations,"Work Life Balance, Company Culture, Work Satisfaction",1.1k,3.7k,82,12,97,5
VMware Software,4.4,1.1k,Software Product,Bengaluru +17 other locations,"Salary, Company Culture, Work Life Balance",1.1k,8.8k,146,21,130,--
Saipem,4.2,1.1k,Engineering & Construction,Chennai +42 other locations,"Job Security, Work Life Balance, Company Culture",1.1k,3.4k,55,18,148,19
Vedanta Aluminium,3.8,1.1k,Metals & Mining,Jharsuguda +46 other locations,"Salary, Job Security",1.1k,4.6k,71,--,113,15
Unity Small Finance Bank,3.6,1.1k,Banking,Mumbai +149 other locations,"Promotions, Job Security, Work Satisfaction",1.1k,4.3k,80,28,17,13
Aarvi Encon,3.9,1.1k,Recruitment,Mumbai +132 other locations,"Work Life Balance, Salary",1.1k,3k,85,271,68,4
CALIBEHR,3.9,1.1k,IT Services & Consulting,Mumbai +184 other locations,"Company Culture, Skill Development",1.1k,2.7k,70,17,63,3
Tata Capital Housing Finance,4.0,1.1k,NBFC,Mumbai +171 other locations,"Skill Development, Salary",1.1k,3.2k,52,1,3,1
Northcorp Software,4.8,1.1k,IT Services & Consulting,Gurugram +7 other locations,"Skill Development, Company Culture, Work Life Balance",1.1k,219,865,5,54,1
HPCL-Mittal Energy Limited,4.3,1.1k,Petrochemicals,Bathinda +29 other locations,"Work Life Balance, Job Security, Company Culture",1.1k,4.6k,47,--,107,18
Hinduja Housing Finance,3.7,1.1k,NBFC,New Delhi +216 other locations,"Promotions, Company Culture, Work Satisfaction",1.1k,2.8k,48,36,32,8
Adani Ports and SEZ,3.6,1.1k,Ports & Shipping,Mundra +60 other locations,"Promotions, Job Security, Company Culture",1.1k,3.9k,77,--,124,15
TKIL,4.1,1.1k,Industrial Machinery,Pune +67 other locations,"Company Culture, Work Life Balance, Job Security",1.1k,4.6k,76,17,95,5
Gmmco,4.1,1.1k,Industrial Machinery,Chennai +90 other locations,"Skill Development, Job Security, Work Life Balance",1.1k,2.9k,53,10,113,1
Innodata India Private Limited,3.6,1.1k,IT Services & Consulting,Noida +23 other locations,"Promotions, Job Security, Skill Development",1.1k,3k,109,62,59,--
Vayona Energy,4.0,1.1k,Power,Bengaluru +68 other locations,"Work Life Balance, Salary",1.1k,4.9k,60,7,103,4
Xyz Company,3.8,1.1k,Financial Services,Bengaluru +90 other locations,"Company Culture, Work Life Balance, Job Security",1.1k,48k,539,--,63,--
Pernod Ricard,3.5,1.1k,Beverage,Gurugram +122 other locations,Salary,1.1k,4.6k,63,6,112,6
GAIL,4.4,1.1k,Oil & Gas,New Delhi +105 other locations,"Work Life Balance, Company Culture, Skill Development",1.1k,3.3k,81,--,88,5
Power Grid Corporation of India,4.3,1.1k,Power,Gurugram +236 other locations,"Company Culture, Salary, Work Life Balance",1.1k,2.1k,79,--,79,6
Metropolis Healthcare,3.9,1.1k,Healthcare,Mumbai +104 other locations,"Work Life Balance, Job Security, Skill Development",1.1k,3.7k,68,19,74,3
Thermo Fisher Scientific,3.8,1.1k,Biotechnology,Bengaluru +36 other locations,"Work Life Balance, Job Security",1.1k,6.7k,108,298,94,1
SLMG Beverages,3.9,1.1k,Beverage,Lucknow +97 other locations,Work Life Balance,1.1k,3.4k,71,2,35,6
Jet Airways,4.6,1.1k,Aviation,Mumbai +44 other locations,"Work Satisfaction, Company Culture, Work Life Balance",1.1k,1.9k,24,--,180,--
Bajaj Capital Insurance Broking Limited,4.3,1.1k,Insurance,New Delhi +141 other locations,"Skill Development, Company Culture, Work Life Balance",1.1k,1.3k,229,2,41,12
Dana Anand,4.0,1.1k,Auto Components,Pune +49 other locations,"Company Culture, Job Security, Skill Development",1.1k,2.9k,56,--,127,6
Birla Opus,4.1,1.1k,Chemicals,Mumbai +286 other locations,"Skill Development, Work Life Balance, Company Culture",1.1k,2.6k,101,--,10,6
Aspire Systems,3.8,1.1k,IT Services & Consulting,Chennai +23 other locations,"Job Security, Company Culture, Work Life Balance",1.1k,10k,129,99,86,--
Hitachi Energy,4.0,1.1k,Power,Chennai +39 other locations,"Job Security, Work Life Balance, Company Culture",1.1k,7.7k,124,374,65,4
Nexa,3.9,1.1k,Automobile,New Delhi +216 other locations,Skill Development,1.1k,2.3k,41,--,103,1
Hindustan Zinc,3.7,1.1k,Metals & Mining,Udaipur +37 other locations,Salary,1.1k,4.4k,56,11,106,2
Fractal Analytics,4.0,1.1k,Analytics & KPO,Bengaluru +19 other locations,"Company Culture, Job Security, Work Life Balance",1.1k,11.3k,231,251,109,14
Malabar Gold and Diamonds,4.1,1.1k,Jewellery,Hyderabad +134 other locations,"Job Security, Company Culture, Skill Development",1.1k,2.7k,103,48,70,22
Klm Axiva Finvest,4.4,1.1k,NBFC,Bengaluru +158 other locations,"Company Culture, Work Life Balance, Work Satisfaction",1.1k,791,438,7,6,15
Amazon Sellers Services,4.0,1.1k,Internet,Bengaluru +68 other locations,"Salary, Company Culture, Skill Development",1.1k,2.5k,133,--,102,--
Greenko Group,3.9,1.1k,Power,Hyderabad +83 other locations,"Job Security, Work Life Balance",1.1k,3.8k,72,1,98,18
Zf Rane Automotive,3.9,1.1k,Auto Components,Chennai +50 other locations,Skill Development,1.1k,3.9k,65,1,134,1
QX Global Group,3.0,1.1k,BPO,Ahmedabad +19 other locations,"Promotions, Work Satisfaction, Job Security",1.1k,4.6k,163,155,38,31
Crompton Greaves Consumer Electricals,3.7,1.1k,Consumer Electronics & Appliances,Mumbai +110 other locations,Salary,1.1k,4k,58,37,5,--
Vertiv,3.8,1.1k,Electronics Manufacturing,Pune +54 other locations,Job Security,1.1k,4.7k,60,156,7,4
Bharat Sanchar Nigam,3.9,1.1k,Telecom,Bengaluru +240 other locations,"Work Life Balance, Job Security, Work Satisfaction",1.1k,2.6k,49,--,101,3
Gharda Chemicals Limited,4.0,1.1k,Agro Chemicals,Mumbai +73 other locations,"Job Security, Work Life Balance, Skill Development",1.1k,4.7k,82,78,101,8
Shyam Steel Group,3.5,1.1k,Iron & Steel,Kolkata +88 other locations,"Promotions, Work Satisfaction, Skill Development",1.1k,3.8k,85,10,51,2
GlobalData,3.3,1.1k,Analytics & KPO,Hyderabad +22 other locations,"Promotions, Salary, Skill Development",1.1k,5.5k,93,25,104,--
Encora,3.3,1k,IT Services & Consulting,Bengaluru +19 other locations,"Job Security, Promotions, Skill Development",1k,8.5k,113,39,43,13
Otis Elevator,4.1,1k,Industrial Machinery,Bengaluru +71 other locations,"Work Life Balance, Job Security, Company Culture",1k,4.2k,65,140,86,3
BirlaNu,3.8,1k,Building Material,Hyderabad +110 other locations,Promotions,1k,2.9k,74,37,70,6
Netcracker Technology,3.0,1k,IT Services & Consulting,Hyderabad +12 other locations,"Promotions, Job Security, Company Culture",1k,9.3k,145,--,85,13
Spencer's Retail,3.8,1k,Retail,Kolkata +63 other locations,Promotions,1k,2.8k,68,4,94,--
BDR Pharmaceuticals International,4.1,1k,Pharma,Vadodara +29 other locations,"Job Security, Company Culture, Skill Development",1k,2k,154,22,52,1
Wheels,3.9,1k,Auto Components,Chennai +47 other locations,"Job Security, Skill Development",1k,5.2k,73,4,72,1
ValueMomentum,3.2,1k,IT Services & Consulting,Hyderabad +11 other locations,"Promotions, Company Culture, Work Satisfaction",1k,8.9k,99,46,58,1
Nippon Life India Asset Management,4.6,1k,Financial Services,Mumbai +189 other locations,"Company Culture, Work Life Balance, Job Security",1k,1.6k,158,68,23,--
GVPR Engineers,3.8,1k,Engineering & Construction,Hyderabad +94 other locations,"Work Life Balance, Salary",1k,3k,77,17,147,1
Lakshmi Machine Works,3.8,1k,Industrial Machinery,Coimbatore +30 other locations,Job Security,1k,4.3k,61,80,68,3
Uber,4.1,1k,Internet,Hyderabad +52 other locations,"Work Life Balance, Company Culture, Salary",1k,8.7k,175,35,105,12
ALLEN Career Institute,3.7,1k,Education & Training,Kota +73 other locations,"Promotions, Skill Development, Salary",1k,4.4k,72,36,41,6
Hitachi Payment Services,3.6,1k,FinTech,Mumbai +89 other locations,"Promotions, Salary, Job Security",1k,3.5k,56,--,67,--
Kinara Capital,4.2,1k,NBFC,Bengaluru +115 other locations,"Company Culture, Work Life Balance, Work Satisfaction",1k,2.2k,93,30,150,41
IB Group,3.7,1k,Food Processing,Rajnandgaon +153 other locations,"Promotions, Company Culture, Work Satisfaction",1k,3.3k,81,--,45,3
Allianz Technology,4.0,1k,IT Services & Consulting,Pune +14 other locations,"Work Life Balance, Company Culture, Job Security",1k,6.8k,73,7,114,6
Atlas Copco,4.1,1k,Industrial Machinery,Pune +60 other locations,"Company Culture, Job Security, Work Life Balance",1k,5.5k,102,3,94,--
NBC Bearings,3.9,1k,Auto Components,Jaipur +28 other locations,"Job Security, Work Life Balance, Company Culture",1k,3.7k,111,7,44,5
Ceasefire Industries,3.1,1k,Industrial Machinery,New Delhi +76 other locations,"Promotions, Work Satisfaction, Job Security",1k,2.4k,122,11,77,--
Amara Raja Group,4.1,1k,Auto Components,Tirupati +80 other locations,"Job Security, Skill Development, Company Culture",1k,3.6k,75,--,102,--
iQor Global Services,3.3,1k,BPO,Noida +50 other locations,"Promotions, Job Security, Skill Development",1k,2.6k,47,43,111,6
Tata Cummins,4.4,1k,Auto Components,Jamshedpur +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction",1k,1.5k,88,--,2,3
Syrma SGS Technologies,4.0,1k,Electronics Manufacturing,Chennai +23 other locations,"Job Security, Company Culture, Work Life Balance",1k,3.5k,73,9,6,1
SitusAMC,3.2,1k,Financial Services,Bengaluru +19 other locations,"Promotions, Company Culture, Work Satisfaction",1k,5.4k,73,--,45,2
Vistaar Finance,3.9,1k,NBFC,Bengaluru +203 other locations,Salary,1k,2.1k,35,55,139,5
Suzuki Motorcycle,4.0,1k,Automobile,Gurugram +120 other locations,"Job Security, Work Life Balance, Company Culture",1k,3.9k,52,6,88,1
United Breweries,3.3,1k,Beverage,Bengaluru +108 other locations,"Promotions, Job Security, Company Culture",1k,3.4k,56,37,91,1
Visionet Systems,3.3,1k,IT Services & Consulting,Bengaluru +17 other locations,"Promotions, Salary, Work Satisfaction",1k,5.9k,79,40,89,--
Secure Meters,3.9,1k,Electronics Manufacturing,Udaipur +74 other locations,"Job Security, Company Culture, Work Life Balance",1k,4.6k,87,55,103,13
MakeMyTrip,3.4,1k,Travel & Tourism,Gurugram +46 other locations,"Promotions, Work Satisfaction, Salary",1k,7.6k,144,93,99,11
Perfetti Van Melle,4.2,1k,FMCG,Gurugram +163 other locations,"Company Culture, Work Life Balance, Work Satisfaction",1k,2.9k,38,22,95,2
Fortrea Development India Private Limited,3.9,1k,Clinical Research,Bengaluru +11 other locations,"Work Life Balance, Company Culture",1k,5k,87,69,58,11
Thomas Cook,4.0,1k,Travel & Tourism,Mumbai +80 other locations,"Job Security, Company Culture, Skill Development",1k,3.7k,92,--,88,--
Sahara India Pariwar,3.8,1k,Broadcasting,Lucknow +245 other locations,Work Life Balance,1k,2.5k,29,--,100,9
Bounteous x Accolite,3.2,1k,IT Services & Consulting,Bengaluru +15 other locations,"Promotions, Work Satisfaction, Job Security",1k,8.3k,245,215,111,17
Lemon Tree Hotels,4.0,1k,Hospitality,New Delhi +80 other locations,"Company Culture, Job Security, Work Life Balance",1k,2.8k,62,2,138,5
Skipper,3.9,1k,Industrial Machinery,Kolkata +94 other locations,Salary,1k,3.1k,79,22,64,4
Temenos,3.2,1k,Software Product,Chennai +11 other locations,"Promotions, Job Security, Work Satisfaction",1k,8.6k,96,26,59,12
Incheon Motors,4.7,1k,Automobile,Kochi +16 other locations,"Company Culture, Job Security, Skill Development",1k,350,297,6,7,7
Siemens Energy,4.1,1k,Power,Pune +51 other locations,"Work Life Balance, Company Culture, Job Security",1k,6.1k,101,--,69,--
Comviva Technology,2.8,1k,Software Product,Gurugram +19 other locations,"Promotions, Salary, Work Satisfaction",1k,6.3k,86,139,75,1
Aparajitha Corporate Services,3.8,1k,Legal,Madurai +98 other locations,"Work Life Balance, Job Security, Skill Development",1k,3.1k,55,7,64,--
Colgate Palmolive,3.9,1k,FMCG,Mumbai +121 other locations,"Company Culture, Work Life Balance, Job Security",1k,4.4k,86,34,120,--
MasterCard,3.8,1k,FinTech,Pune +16 other locations,"Work Life Balance, Company Culture, Salary",1k,13.1k,172,360,104,--
Westside,3.8,1k,Retail,Mumbai +109 other locations,"Job Security, Skill Development",1k,2.1k,57,--,77,8
TradeIndia (Infocom Network Private Limited),3.4,1k,Internet,New Delhi +42 other locations,"Promotions, Work Satisfaction, Job Security",1k,4.4k,88,36,63,58
Skoda Auto Volkswagen India,4.0,1k,Automobile,Pune +49 other locations,"Work Life Balance, Company Culture, Skill Development",1k,4.7k,49,19,81,15
eClinicalWorks,3.6,1k,Software Product,Mumbai +20 other locations,Job Security,1k,5k,78,10,157,1
Pristyn Care,3.1,1k,Internet,Gurugram +34 other locations,"Work Life Balance, Job Security, Work Satisfaction",1k,4.2k,85,8,149,--
Vaco Binary Semantics,3.1,1k,IT Services & Consulting,Gurugram +49 other locations,"Promotions, Skill Development, Work Satisfaction",1k,5.3k,95,52,74,7
Arohan Financial Services,3.9,1k,NBFC,Kolkata +238 other locations,Salary,1k,2.1k,40,10,62,18
AstraZeneca,3.9,1k,Pharma,Chennai +49 other locations,"Work Life Balance, Salary, Company Culture",1k,7.4k,70,--,151,--
Cult.fit,3.5,1k,Fitness & Wellness,Bengaluru +42 other locations,"Promotions, Job Security, Skill Development",1k,4.3k,84,188,80,10
SYSKA LED Lights,2.9,1k,Consumer Electronics & Appliances,Pune +154 other locations,"Promotions, Job Security, Salary",1k,2.4k,58,--,80,1
Motherson Sumi Wiring,3.7,1k,Electrical Equipment,Noida +43 other locations,Job Security,1k,4.1k,104,8,11,14
Star Cement,4.0,1k,Building Material,Guwahati +79 other locations,"Job Security, Work Life Balance, Company Culture",1k,3.2k,89,3,92,--
Merino Industries,3.7,1k,Building Material,New Delhi +82 other locations,"Promotions, Company Culture, Work Satisfaction",1k,3.5k,79,18,72,25
Collins Aerospace,3.8,1k,Defence & Aerospace,Bengaluru +12 other locations,"Work Life Balance, Job Security",1k,7.8k,86,14,104,5
Tiger Analytics,3.7,1k,IT Services & Consulting,Bengaluru +17 other locations,"Company Culture, Skill Development, Salary",1k,10.4k,256,53,36,116
Mastek,3.6,1k,IT Services & Consulting,Mumbai +23 other locations,"Promotions, Salary, Work Satisfaction",1k,6.6k,133,37,42,272
CarDekho Group,3.6,1k,Internet,Gurugram +81 other locations,"Promotions, Job Security, Work Satisfaction",1k,5.1k,86,41,114,34
Amazon Web Services,3.8,1k,IT Services & Consulting,Bengaluru +62 other locations,Salary,1k,6.8k,193,--,81,--
Xebia,3.0,1k,IT Services & Consulting,Gurugram +23 other locations,"Promotions, Job Security, Work Satisfaction",1k,6.5k,97,40,227,35
Mahindra Automotives,3.8,999,Automobile,Pune +132 other locations,"Job Security, Skill Development",999,5k,49,--,41,3
Lumina Datamatics,3.2,997,IT Services & Consulting,Mumbai +20 other locations,"Promotions, Salary, Skill Development",997,4.7k,64,42,51,3
C&S Electric,3.9,996,Electrical Equipment,Noida +58 other locations,"Job Security, Work Life Balance",996,3.8k,68,14,97,14
VeeTechnologies,3.9,995,IT Services & Consulting,Bengaluru +41 other locations,"Job Security, Company Culture, Work Life Balance",995,4.4k,127,9,82,2
Wonder Cement,4.2,993,Building Material,Nimbahera +112 other locations,"Salary, Company Culture, Work Life Balance",993,3.6k,64,3,64,6
Everest Industries,3.9,992,Building Material,Mumbai +98 other locations,Work Life Balance,992,3.3k,63,22,90,4
JW Marriott,4.2,993,Hospitality,Mumbai +43 other locations,"Job Security, Skill Development, Company Culture",993,2k,49,--,154,--
Rebel Foods,3.7,993,Hospitality,Mumbai +79 other locations,"Promotions, Work Satisfaction, Work Life Balance",993,3.5k,76,31,63,3
Quantiphi Analytics Solutions Private Limited,3.1,990,IT Services & Consulting,Bengaluru +18 other locations,"Job Security, Work Life Balance, Promotions",990,7.5k,209,83,58,--
National Payments Corporation of India,4.0,988,FinTech,Mumbai +11 other locations,"Job Security, Skill Development, Work Life Balance",988,4.4k,106,38,38,10
Softenger,3.9,988,IT Services & Consulting,Pune +32 other locations,"Company Culture, Work Life Balance, Work Satisfaction",988,2.7k,74,6,162,13
Lowe's,4.0,988,Retail,Bengaluru +9 other locations,"Company Culture, Work Life Balance, Job Security",988,10.4k,155,57,128,2
Entain,3.6,989,IT Services & Consulting,Hyderabad +13 other locations,Work Life Balance,989,7.4k,142,--,92,11
Capacit'e Infraprojects,3.7,987,Engineering & Construction,Mumbai +35 other locations,"Promotions, Company Culture, Work Life Balance",987,3.3k,78,13,65,1
JSW Group,3.8,986,Iron & Steel,Mumbai +98 other locations,Job Security,986,4.4k,132,--,58,11
Pizza Hut,4.0,986,Hospitality,New Delhi +128 other locations,"Skill Development, Job Security, Company Culture",986,2k,50,--,83,19
Natco Pharma,3.9,985,Pharma,Hyderabad +66 other locations,"Work Life Balance, Job Security, Salary",985,3.5k,56,--,89,2
Jyothy Labs,4.0,985,FMCG,Mumbai +196 other locations,"Salary, Job Security, Company Culture",985,2.3k,55,30,74,6
General Mills,4.1,984,Food Processing,Mumbai +54 other locations,"Work Life Balance, Company Culture, Job Security",984,5.3k,88,8,120,--
J B Chemicals And Pharmaceuticals,3.9,984,Pharma,Mumbai +96 other locations,Promotions,984,3.3k,64,11,82,--
Technip Energies,4.0,983,Engineering & Construction,Noida +42 other locations,"Company Culture, Job Security, Skill Development",983,5.4k,93,13,43,7
Salcomp Manufacturing,4.0,982,Electronics Manufacturing,Chennai +28 other locations,"Job Security, Work Life Balance, Skill Development",982,4.5k,88,5,76,--
Technip Energies,4.0,983,Engineering & Construction,Noida +42 other locations,"Company Culture, Job Security, Skill Development",983,5.4k,93,13,43,7
TechnipFMC,3.9,981,Engineering & Construction,Hyderabad +44 other locations,"Company Culture, Work Life Balance, Job Security",981,4.9k,84,48,107,--
Yokohama Off-Highway Tires,3.7,981,Auto Components,Bharuch +38 other locations,"Promotions, Work Satisfaction, Salary",981,4.2k,71,5,33,4
Marsh McLennan,3.8,980,Management Consulting,Mumbai +24 other locations,"Work Life Balance, Job Security, Company Culture",980,8.6k,53,29,75,--
VIP Industries,3.7,977,Retail,Mumbai +96 other locations,"Promotions, Company Culture, Job Security",977,3.1k,51,29,89,2
Guidehouse,3.6,977,Management Consulting,Chennai +19 other locations,Salary,977,5.8k,78,133,46,--
Financial Software & Systems,3.7,977,Software Product,Chennai +35 other locations,"Promotions, Salary, Work Satisfaction",977,5.2k,74,17,63,1
Napino Auto & Electronics,3.8,976,Auto Components,Gurugram +25 other locations,Work Life Balance,976,4k,67,1,74,2
Hiranandani Financial Services,4.4,976,NBFC,Mumbai +137 other locations,"Company Culture, Work Life Balance, Skill Development",976,1k,208,30,22,18
